filepath,target,y_true,y_pred
/data/SONICS/echoes/Stranger_Frigg_A_Go_Go_F.A.G.G._brev_TTA_002.mp3,0,0,0.01086
/data/SONICS/echoes/New_Life_take_1_Bird_Names_suno_TTA_002.mp3,0,0,0.0192
/data/SONICS/echoes/Mountain_Mist_Modey_Lemon_diffrhythm_ATA_001.mp3,0,0,0.008514
/data/SONICS/echoes/One_Eyed_GhostThis_is_gonna_be_a_rough_show_The_Crypts_udio_TTA_001.mp3,0,0,0.01938
/data/SONICS/echoes/Music_For_an_Underground_Circu_Ergo_Phizmiz_mubert_TTA_001.mp3,0,0,0.01103
/data/SONICS/echoes/The_Contract_The_IMG_stableaudio_TTA_001.mp3,0,0,0.01744
/data/SONICS/echoes/Voxel_Andy_G._Cohen_brev_TTA_002.mp3,0,0,0.011505
/data/SONICS/echoes/Ohtli_Seclorance_suno_TTA_002.mp3,0,0,0.01178
/data/SONICS/echoes/Breeze_Funk_Malaventura_diffrhythm_TTA_001.mp3,0,0,0.03854
/data/SONICS/echoes/Fifth_Ramble_-_From_the_album_Keith_RSVP007_My_brother_Daniel_diffrhythm_ATA_001.mp3,0,0,0.02586
/data/SONICS/echoes/Night_Drive_Decktonic_suno_TTA_001.mp3,0,0,0.01312
/data/SONICS/echoes/Loved_Ones_Rowan_Box_acestep_TTA_001.mp3,0,0,0.02267
/data/SONICS/echoes/Autobahn_S-B-J_brev_TTA_002.mp3,0,0,0.01041
/data/SONICS/echoes/shmoove_epsilon_not_diffrhythm_TTA_001.mp3,0,0,0.01065
/data/SONICS/echoes/Stranger_Frigg_A_Go_Go_F.A.G.G._diffrhythm_ATA_001.mp3,0,0,0.01287
/data/SONICS/echoes/Paris_Fleslit_brev_TTA_001.mp3,0,0,0.009895
/data/SONICS/echoes/Three_Bird_My_brother_Daniel_diffrhythm_ATA_001.mp3,0,0,0.013275
/data/SONICS/echoes/Transmit_Lamprey_brev_TTA_001.mp3,0,0,0.01277
/data/SONICS/echoes/Reagan_Shut_Down_the_Asylums_Punk_Rock_Opera_diffrhythm_TTA_001.mp3,0,0,0.01859
/data/SONICS/echoes/Who_Loves_You_Dear_Mink_Lungs_brev_TTA_001.mp3,0,0,0.011375
/data/SONICS/echoes/kolorowe_wody_Katapulto_udio_TTA_001.mp3,0,0,0.01037
/data/SONICS/echoes/The_Coldest_Winter_Caleb_Lemond_acestep_TTA_001.mp3,0,0,0.02707
/data/SONICS/echoes/Formic_Acid_for_Blood_Punk_Rock_Opera_producer_ATA_001.mp3,0,0,0.012825
/data/SONICS/echoes/Sfogare_Il_Dissenso_Deiezione_HC_producer_TTA_001.mp3,0,0,0.01013
/data/SONICS/echoes/Fifth_Ramble_-_From_the_album_Keith_RSVP007_My_brother_Daniel_acestep_TTA_001.mp3,0,0,0.01578
/data/SONICS/echoes/Windows_of_the_Skull_Sarin_suno_TTA_001.mp3,0,0,0.010735
/data/SONICS/echoes/Rumble_Railkid_Station_diffrhythm_TTA_001.mp3,0,0,0.01129
/data/SONICS/echoes/Dont_want_to_be_your_man_Frigg_A_Go_Go_F.A.G.G._diffrhythm_TTA_001.mp3,0,0,0.01178
/data/SONICS/echoes/Fleslit_Fleslit_stableaudio_TTA_001.mp3,0,0,0.01359
/data/SONICS/echoes/Troubles_Ive_seen_Malaventura_stableaudio_TTA_001.mp3,0,0,0.02187
/data/SONICS/echoes/LIQUID_SKULLS_voyageurs_mubert_TTA_001.mp3,0,0,0.01187
/data/SONICS/echoes/Stockholm_Syndrome_People_Should_Be_More_Aware_Bird_Names_udio_TTA_001.mp3,0,0,0.011505
/data/SONICS/echoes/Motocross_Mania_Monroeville_Music_Center_mubert_TTA_001.mp3,0,0,0.0183
/data/SONICS/echoes/Resistentialism_Nihilore_brev_TTA_002.mp3,0,0,0.01253
/data/SONICS/echoes/Roland_Garros_2048_Zoliborz_producer_ATA_001.mp3,0,0,0.01277
/data/SONICS/echoes/Night_Owl_Broke_For_Free_udio_TTA_001.mp3,0,0,0.0223
/data/SONICS/echoes/Endless_The_Birth_and_Death_of_Silence_producer_TTA_001.mp3,0,0,0.02116
/data/SONICS/echoes/Spanish_BEEEYYAAACHHH_Malaventura_stableaudio_TTA_001.mp3,0,0,0.0159
/data/SONICS/echoes/Fear_Los_Fancy_Free_diffrhythm_ATA_001.mp3,0,0,0.01764
/data/SONICS/echoes/Moontime_The_IMG_diffrhythm_ATA_001.mp3,0,0,0.01634
/data/SONICS/echoes/Noam_Chomskys_Corporate_Carbohydrate_Surprise_Quelle_Fromage_diffrhythm_ATA_001.mp3,0,0,0.2355
/data/SONICS/echoes/Acoustic_Unleashed_Remain_mubert_TTA_001.mp3,0,0,0.00974
/data/SONICS/echoes/Track_04_Lightning_Bolt_diffrhythm_TTA_001.mp3,0,0,0.007637
/data/SONICS/echoes/When_I_Was_Taller_Dan_Deacon_suno_TTA_002.mp3,0,0,0.01423
/data/SONICS/echoes/You_Are_A_Monster_Monroeville_Music_Center_brev_TTA_001.mp3,0,0,0.024
/data/SONICS/echoes/Natron_Queen_AmortE_diffrhythm_TTA_001.mp3,0,0,0.03928
/data/SONICS/echoes/purity_danger_Katapulto_suno_TTA_002.mp3,0,0,0.01764
/data/SONICS/echoes/Night_Owl_Broke_For_Free_suno_TTA_002.mp3,0,0,0.01287
/data/SONICS/echoes/When_I_Was_Taller_Dan_Deacon_acestep_TTA_001.mp3,0,0,0.02065
/data/SONICS/echoes/Monkeystage_Ergo_Phizmiz_suno_TTA_002.mp3,0,0,0.01164
/data/SONICS/echoes/Endless_The_Birth_and_Death_of_Silence_mubert_TTA_001.mp3,0,0,0.01991
/data/SONICS/echoes/The_Stairway_WarpToken_diffrhythm_ATA_001.mp3,0,0,0.01238
/data/SONICS/echoes/I_Think_From_Now_On_Caleb_Lemond_brev_TTA_002.mp3,0,0,0.01238
/data/SONICS/echoes/SD_Ill_Mix_H-LR_brev_TTA_002.mp3,0,0,0.00902
/data/SONICS/echoes/Straw_Fields_Rolemusic_udio_TTA_001.mp3,0,0,0.01672
/data/SONICS/echoes/kolorowe_wody_Katapulto_suno_TTA_001.mp3,0,0,0.01628
/data/SONICS/echoes/Roundtrip_Oh_Yeah_the_Future_brev_TTA_002.mp3,0,0,0.01129
/data/SONICS/echoes/Hisko_Detria_Hisko_Detria_diffrhythm_ATA_001.mp3,0,0,0.01229
/data/SONICS/echoes/The_Reality_Machine_Monroeville_Music_Center_suno_TTA_001.mp3,0,0,0.0109
/data/SONICS/echoes/Who_Loves_You_Dear_Mink_Lungs_udio_TTA_001.mp3,0,0,0.009056
/data/SONICS/echoes/Vanishing_Horizon_Jason_Shaw_diffrhythm_TTA_001.mp3,0,0,0.02443
/data/SONICS/echoes/I_Think_From_Now_On_Caleb_Lemond_brev_TTA_001.mp3,0,0,0.01374
/data/SONICS/echoes/Cold_Chains_Rolemusic_suno_TTA_002.mp3,0,0,0.01423
/data/SONICS/echoes/The_Cave_of_Time_Monroeville_Music_Center_producer_TTA_001.mp3,0,0,0.01257
/data/SONICS/echoes/Robocall_Legally_Blind_brev_TTA_002.mp3,0,0,0.011734
/data/SONICS/echoes/Five_40_DerbySlow_Whistle_The_Crypts_stableaudio_TTA_001.mp3,0,0,0.02263
/data/SONICS/echoes/And_Over_The_Rainbows_milky-chu_diffrhythm_ATA_001.mp3,0,0,0.01456
/data/SONICS/echoes/Ponky_McFonky_My_brother_Daniel_brev_TTA_002.mp3,0,0,0.02007
/data/SONICS/echoes/mystery_team_2090_Jesse_Futerman_brev_TTA_002.mp3,0,0,0.01473
/data/SONICS/echoes/Forest_Silence_Serpentarivm_diffrhythm_ATA_001.mp3,0,0,0.015015
/data/SONICS/echoes/Empty_Pockets_Pete_Prodoehl_brev_TTA_001.mp3,0,0,0.01785
/data/SONICS/echoes/Formic_Acid_for_Blood_Punk_Rock_Opera_diffrhythm_ATA_001.mp3,0,0,0.02686
/data/SONICS/echoes/Snakefirewalking_Los_Llamarada_suno_TTA_001.mp3,0,0,0.01107
/data/SONICS/echoes/We_Move_in_Waves_Modey_Lemon_brev_TTA_002.mp3,0,0,0.01359
/data/SONICS/echoes/The_girl_just_faded_Los_Llamarada_diffrhythm_ATA_001.mp3,0,0,0.0161
/data/SONICS/echoes/Snowday_Oh_Yeah_the_Future_diffrhythm_TTA_001.mp3,0,0,0.01456
/data/SONICS/echoes/Empty_Pockets_Pete_Prodoehl_producer_TTA_001.mp3,0,0,0.01187
/data/SONICS/echoes/Enemy_Modey_Lemon_diffrhythm_TTA_001.mp3,0,0,0.01029
/data/SONICS/echoes/Johnny_I_Lie_The_Moi_Non_Plus_suno_TTA_001.mp3,0,0,0.01348
/data/SONICS/echoes/Burn_Room_For_A_Ghost_diffrhythm_ATA_001.mp3,0,0,0.0183
/data/SONICS/echoes/Slot_Neotnas_diffrhythm_TTA_001.mp3,0,0,0.01467
/data/SONICS/echoes/Voxel_Andy_G._Cohen_brev_TTA_001.mp3,0,0,0.01628
/data/SONICS/echoes/Empty_Pockets_Pete_Prodoehl_suno_TTA_001.mp3,0,0,0.0201
/data/SONICS/echoes/Night_Drive_Decktonic_udio_TTA_002.mp3,0,0,0.01201
/data/SONICS/echoes/First_Glance_Oh_Yeah_the_Future_producer_TTA_001.mp3,0,0,0.00923
/data/SONICS/echoes/Something_Dirty_Ergo_Phizmiz_suno_TTA_001.mp3,0,0,0.0139
/data/SONICS/echoes/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_suno_TTA_001.mp3,0,0,0.01078
/data/SONICS/echoes/Dont_want_to_be_your_man_Frigg_A_Go_Go_F.A.G.G._stableaudio_TTA_001.mp3,0,0,0.02475
/data/SONICS/echoes/Track_04_Lightning_Bolt_udio_TTA_001.mp3,0,0,0.01086
/data/SONICS/echoes/End_titles_Itsensäsyöjät_diffrhythm_ATA_001.mp3,0,0,0.011826
/data/SONICS/echoes/Sonzis_FM_Pipe_Choir_diffrhythm_ATA_001.mp3,0,0,0.0542
/data/SONICS/echoes/Lets_the_kids_play_Malaventura_diffrhythm_TTA_001.mp3,0,0,0.01359
/data/SONICS/echoes/Okiirobo_Navigation_System_Henry_Homesweet_diffrhythm_TTA_001.mp3,0,0,0.01837
/data/SONICS/echoes/Scramby_Eggs_Andy_G._Cohen_brev_TTA_002.mp3,0,0,0.01525
/data/SONICS/echoes/CopperNickle_UncleBibby_brev_TTA_002.mp3,0,0,0.01169
/data/SONICS/echoes/The_Adventures_Of_Roderick_Random_Maps_And_Diagrams_diffrhythm_ATA_001.mp3,0,0,0.01049
/data/SONICS/echoes/Soul_of_the_Demon_Zombie_Raiders_udio_TTA_001.mp3,0,0,0.01095
/data/SONICS/echoes/Busby_Berkeley_Ergo_Phizmiz_mubert_TTA_001.mp3,0,0,0.02457
/data/SONICS/echoes/Moontime_The_IMG_diffrhythm_TTA_001.mp3,0,0,0.01554
/data/SONICS/echoes/The_Stairway_WarpToken_diffrhythm_TTA_001.mp3,0,0,0.014336
/data/SONICS/echoes/Mountain_Mist_Modey_Lemon_udio_TTA_001.mp3,0,0,0.01253
/data/SONICS/echoes/Mettle_Pipe_Choir_brev_TTA_001.mp3,0,0,0.012054
/data/SONICS/echoes/Shipwrecked_Crew_Pete_Prodoehl_diffrhythm_ATA_001.mp3,0,0,0.01333
/data/SONICS/echoes/I_Inflammator_diffrhythm_ATA_001.mp3,0,0,0.015076
/data/SONICS/echoes/Edge_Mystery_Mammal_producer_TTA_001.mp3,0,0,0.01041
/data/SONICS/echoes/Fuckaboing_RoccoW_udio_TTA_001.mp3,0,0,0.964
/data/SONICS/echoes/danse_macabre_Katapulto_udio_TTA_001.mp3,0,0,0.0313
/data/SONICS/echoes/Robocall_Legally_Blind_udio_TTA_002.mp3,0,0,0.0205
/data/SONICS/echoes/Ad_Astra_P_C_III_producer_ATA_001.mp3,0,0,0.01385
/data/SONICS/echoes/Johnny_I_Lie_The_Moi_Non_Plus_brev_TTA_002.mp3,0,0,0.02855
/data/SONICS/echoes/First_Glance_Oh_Yeah_the_Future_stableaudio_TTA_001.mp3,0,0,0.01423
/data/SONICS/echoes/Lovedreams_Oh_Yeah_the_Future_brev_TTA_002.mp3,0,0,0.01107
/data/SONICS/echoes/Wir_Werden_Gott_Japanische_Kampfhorspiele_diffrhythm_TTA_001.mp3,0,0,0.01596
/data/SONICS/echoes/The_plot_Malaventura_udio_TTA_001.mp3,0,0,0.02971
/data/SONICS/echoes/Hammer_and_a_Nail_Vienna_Ditto_brev_TTA_002.mp3,0,0,0.01473
/data/SONICS/echoes/The_Reality_Machine_Monroeville_Music_Center_suno_TTA_002.mp3,0,0,0.01374
/data/SONICS/echoes/Wir_Werden_Gott_Japanische_Kampfhorspiele_suno_TTA_002.mp3,0,0,0.01456
/data/SONICS/echoes/Ynkelig_Die_Morgendammerung_Des_Valhalla_brev_TTA_001.mp3,0,0,0.0183
/data/SONICS/echoes/Snakefirewalking_Los_Llamarada_diffrhythm_ATA_001.mp3,0,0,0.014114
/data/SONICS/echoes/Take_Your_Fingers_Michael_Fakesch_producer_ATA_001.mp3,0,0,0.007786
/data/SONICS/echoes/I_Know_His_Blood_Vienna_Ditto_diffrhythm_ATA_001.mp3,0,0,0.01086
/data/SONICS/echoes/Understand_That_This_Is_A_Dream_-_From_the_album_Modulating_Coil_RSVP008_Forrest_James_diffrhythm_TTA_001.mp3,0,0,0.01685
/data/SONICS/echoes/Bergwald_Bergwald_Every_Now_and_Every_Then_diffrhythm_ATA_001.mp3,0,0,0.04053
/data/SONICS/echoes/kolorowe_wody_Katapulto_diffrhythm_ATA_001.mp3,0,0,0.00835
/data/SONICS/echoes/Sfogare_Il_Dissenso_Deiezione_HC_udio_TTA_002.mp3,0,0,0.011375
/data/SONICS/echoes/Terve_Teille_Чокнутый_Пропеллер_diffrhythm_ATA_001.mp3,0,0,0.03038
/data/SONICS/echoes/Night_Owl_Broke_For_Free_producer_ATA_001.mp3,0,0,0.01196
/data/SONICS/echoes/Ugh_Humans_Can_Join_Mystery_Mammal_suno_TTA_002.mp3,0,0,0.01297
/data/SONICS/echoes/Reagan_Shut_Down_the_Asylums_Punk_Rock_Opera_stableaudio_TTA_001.mp3,0,0,0.01718
/data/SONICS/echoes/OOOTHERSIDE_-_This_Time_Mike_B._Fort_diffrhythm_TTA_001.mp3,0,0,0.01752
/data/SONICS/echoes/Ohtli_Seclorance_stableaudio_TTA_001.mp3,0,0,0.02225
/data/SONICS/echoes/Acoustic_Unleashed_Remain_acestep_TTA_001.mp3,0,0,0.01578
/data/SONICS/echoes/Robot_Heart_Mystery_Mammal_acestep_TTA_001.mp3,0,0,0.01169
/data/SONICS/echoes/The_Contract_The_IMG_diffrhythm_TTA_001.mp3,0,0,0.01718
/data/SONICS/echoes/One_Eyed_GhostThis_is_gonna_be_a_rough_show_The_Crypts_producer_ATA_001.mp3,0,0,0.01369
/data/SONICS/echoes/Motocross_Mania_Monroeville_Music_Center_udio_TTA_002.mp3,0,0,0.009125
/data/SONICS/echoes/Coliidae_K.D._Expression_suno_TTA_002.mp3,0,0,0.02347
/data/SONICS/echoes/Kissing_Scars_Caleb_Lemond_suno_TTA_002.mp3,0,0,0.014336
/data/SONICS/echoes/March_of_the_GPA_Mechanics_tghost_brev_TTA_002.mp3,0,0,0.00934
/data/SONICS/echoes/Ad_Astra_P_C_III_diffrhythm_ATA_001.mp3,0,0,0.04913
/data/SONICS/echoes/Who_Loves_You_Dear_Mink_Lungs_udio_TTA_002.mp3,0,0,0.0201
/data/SONICS/echoes/Space_is_my_pace_Malaventura_stableaudio_TTA_001.mp3,0,0,0.01142
/data/SONICS/echoes/Understand_That_This_Is_A_Dream_-_From_the_album_Modulating_Coil_RSVP008_Forrest_James_diffrhythm_ATA_001.mp3,0,0,0.01129
/data/SONICS/echoes/Lost_Paradise_Autumn_Interlude_producer_ATA_001.mp3,0,0,0.01862
/data/SONICS/echoes/Coliidae_K.D._Expression_brev_TTA_001.mp3,0,0,0.0195
/data/SONICS/echoes/Voxel_Andy_G._Cohen_producer_ATA_001.mp3,0,0,0.01317
/data/SONICS/echoes/Celia_Ergo_Phizmiz_suno_TTA_002.mp3,0,0,0.01257
/data/SONICS/echoes/Noam_Chomskys_Corporate_Carbohydrate_Surprise_Quelle_Fromage_producer_ATA_001.mp3,0,0,0.02396
/data/SONICS/echoes/Endless_The_Birth_and_Death_of_Silence_suno_TTA_002.mp3,0,0,0.009056
/data/SONICS/echoes/I_Dream_So_Vividly_Uninhabitable_Mansions_diffrhythm_ATA_001.mp3,0,0,0.008156
/data/SONICS/echoes/Crossing_Los_Llamarada_diffrhythm_ATA_001.mp3,0,0,0.02109
/data/SONICS/echoes/Empower_Thee_vargero_udio_TTA_001.mp3,0,0,0.014175
/data/SONICS/echoes/Hammer_and_a_Nail_Vienna_Ditto_stableaudio_TTA_001.mp3,0,0,0.010735
/data/SONICS/echoes/Ynkelig_Die_Morgendammerung_Des_Valhalla_stableaudio_TTA_001.mp3,0,0,0.01704
/data/SONICS/echoes/The_Reality_Machine_Monroeville_Music_Center_mubert_TTA_001.mp3,0,0,0.012146
/data/SONICS/echoes/The_girl_just_faded_Los_Llamarada_producer_ATA_001.mp3,0,0,0.01785
/data/SONICS/echoes/Ad_Astra_P_C_III_mubert_TTA_001.mp3,0,0,0.08417
/data/SONICS/echoes/Only_Instrumental_Broke_For_Free_mubert_TTA_001.mp3,0,0,0.01554
/data/SONICS/echoes/Stranger_Frigg_A_Go_Go_F.A.G.G._diffrhythm_TTA_001.mp3,0,0,0.02556
/data/SONICS/echoes/Rumble_Railkid_Station_acestep_TTA_001.mp3,0,0,0.01758
/data/SONICS/echoes/The_girl_just_faded_Los_Llamarada_suno_TTA_001.mp3,0,0,0.01103
/data/SONICS/echoes/Different_Day_First_brev_TTA_002.mp3,0,0,0.01267
/data/SONICS/echoes/Resistentialism_Nihilore_producer_TTA_001.mp3,0,0,0.0263
/data/SONICS/echoes/The_Race_Forever_Monroeville_Music_Center_stableaudio_TTA_001.mp3,0,0,0.01243
/data/SONICS/echoes/Crossing_Los_Llamarada_producer_TTA_001.mp3,0,0,0.0206
/data/SONICS/echoes/mc_trabalenguas_Volumina_mubert_TTA_001.mp3,0,0,0.01169
/data/SONICS/echoes/Outro_Caleb_Lemond_diffrhythm_TTA_001.mp3,0,0,0.013275
/data/SONICS/echoes/November_25_2007_Kenneth_Kirschner_diffrhythm_ATA_002.mp3,0,0,0.02443
/data/SONICS/echoes/Only_Instrumental_Broke_For_Free_suno_TTA_002.mp3,0,0,0.01363
/data/SONICS/echoes/I_Inflammator_suno_TTA_002.mp3,0,0,0.0189
/data/SONICS/echoes/The_Reality_Machine_Monroeville_Music_Center_brev_TTA_001.mp3,0,0,0.01243
/data/SONICS/echoes/Improvisation_Broken_Chord_stableaudio_TTA_001.mp3,0,0,0.01917
/data/SONICS/echoes/Clay_Heart_Nihilore_producer_TTA_001.mp3,0,0,0.01297
/data/SONICS/echoes/Robot_Heart_Mystery_Mammal_suno_TTA_002.mp3,0,0,0.015366
/data/SONICS/echoes/Gila_Monster_FlopMusic_History_LessonThe_Sonics_The_Crypts_acestep_TTA_001.mp3,0,0,0.01554
/data/SONICS/echoes/Dr._Bodysnatcher_Modey_Lemon_acestep_TTA_001.mp3,0,0,0.01302
/data/SONICS/echoes/All_of_Us_Eric_Skiff_diffrhythm_TTA_001.mp3,0,0,0.0139
/data/SONICS/echoes/She_Works_Tepid_Waters_Bird_Names_producer_ATA_001.mp3,0,0,0.011116
/data/SONICS/echoes/KOMFORT_voyageurs_mubert_TTA_001.mp3,0,0,0.0192
/data/SONICS/echoes/Breathe_New_Life_Scott_Holmes_diffrhythm_ATA_001.mp3,0,0,0.012825
/data/SONICS/echoes/Formic_Acid_for_Blood_Punk_Rock_Opera_diffrhythm_TTA_001.mp3,0,0,0.04733
/data/SONICS/echoes/Ad_Astra_P_C_III_suno_TTA_001.mp3,0,0,0.01359
/data/SONICS/echoes/Dance_Harder_Three_Chain_Links_suno_TTA_001.mp3,0,0,0.01297
/data/SONICS/echoes/Aquamarine_My_Distant_Blue_Nihilore_stableaudio_TTA_001.mp3,0,0,0.011116
/data/SONICS/echoes/Lost_Paradise_Autumn_Interlude_diffrhythm_ATA_001.mp3,0,0,0.02753
/data/SONICS/echoes/Introduction_beats_Itsensäsyöjät_mubert_TTA_001.mp3,0,0,0.01445
/data/SONICS/echoes/Westside_Chillers_Little_Glass_Men_diffrhythm_ATA_001.mp3,0,0,0.012825
/data/SONICS/echoes/Ugh_Humans_Can_Join_Mystery_Mammal_brev_TTA_002.mp3,0,0,0.01187
/data/SONICS/echoes/Solearesbeats_Malaventura_suno_TTA_001.mp3,0,0,0.01147
/data/SONICS/echoes/Lovedreams_Oh_Yeah_the_Future_diffrhythm_ATA_001.mp3,0,0,0.02237
/data/SONICS/echoes/Introduction_beats_Itsensäsyöjät_brev_TTA_002.mp3,0,0,0.012054
/data/SONICS/echoes/Cold_Chains_Rolemusic_diffrhythm_ATA_001.mp3,0,0,0.03056
/data/SONICS/echoes/Nuo_Maisemat_Paavoharju_diffrhythm_ATA_001.mp3,0,0,0.0121
/data/SONICS/echoes/A_Lady_In_Red_With_A_Plan_To_Steal_Did_You_Just_Hex_Me_diffrhythm_ATA_001.mp3,0,0,0.02112
/data/SONICS/echoes/mc_trabalenguas_Volumina_brev_TTA_002.mp3,0,0,0.01147
/data/SONICS/echoes/Resistentialism_Nihilore_udio_TTA_001.mp3,0,0,0.0184
/data/SONICS/echoes/I_Inflammator_producer_TTA_001.mp3,0,0,0.01484
/data/SONICS/echoes/Time_Is_Love_Silence_is_full_of_birds_diffrhythm_ATA_001.mp3,0,0,0.0107
/data/SONICS/echoes/Daylight_Savings_My_brother_Daniel_producer_TTA_001.mp3,0,0,0.01287
/data/SONICS/echoes/Millitary_Industrial_Complex_Punk_Rock_Opera_suno_TTA_002.mp3,0,0,0.01257
/data/SONICS/echoes/Coliidae_K.D._Expression_diffrhythm_TTA_001.mp3,0,0,0.01107
/data/SONICS/echoes/The_girl_just_faded_Los_Llamarada_udio_TTA_002.mp3,0,0,0.02136
/data/SONICS/echoes/Endless_The_Birth_and_Death_of_Silence_brev_TTA_001.mp3,0,0,0.013275
/data/SONICS/echoes/Different_Day_First_udio_TTA_001.mp3,0,0,0.01698
